statefips,year,month,number_schools,share_all_closed_50,share_all_closed_25,share_all_closed_75,share_elem_closed_50,share_elem_closed_25,share_elem_closed_75,share_middlehigh_closed_50,share_middlehigh_closed_25,share_middlehigh_closed_75,mean_all_change,mean_elem_change,mean_middlehigh_change,total_students,state_abbrev,state_name
39,2021,2,3349,0.27030626,0.53695071,0.072237015,0.29976442,0.58598351,0.070082448,0.27086982,0.510216,0.089900762,-0.21355031,-0.24762294,-0.20257831,1685246,OH,OHIO
40,2021,2,1669,0.239493,0.52301532,0.057371583,0.25480768,0.56610578,0.05408654,0.22712594,0.46932185,0.063509151,-0.15699331,-0.18730901,-0.10809008,674024,OK,OKLAHOMA
41,2021,2,1203,0.57781923,0.79589933,0.23951538,0.4985207,0.75,0.14349112,0.63732392,0.81690139,0.33450705,-0.46892694,-0.40561759,-0.51094288,562442,OR,OREGON
42,2021,2,2756,0.43453676,0.71944326,0.13353632,0.46441674,0.74394715,0.13132796,0.4463141,0.71554488,0.16746795,-0.36818114,-0.38528639,-0.37688106,1627386,PA,PENNSYLVANIA
44,2021,2,297,0.46212122,0.77272725,0.13257575,0.44848484,0.74545455,0.13939394,0.48598132,0.8224299,0.11214953,-0.41405928,-0.40412393,-0.43337882,140318,RI,RHODE ISLAND
45,2021,2,1205,0.16067415,0.45505619,0.037078653,0.14587738,0.49260041,0.025369979,0.17197452,0.42462844,0.046709128,-0.16789553,-0.1689719,-0.16378339,769376,SC,SOUTH CAROLINA
46,2021,2,582,0.15051547,0.28865978,0.05773196,0.16309012,0.32618025,0.034334764,0.16190477,0.2825397,0.069841273,0.13075435,0.064851396,0.1729937,130871,SD,SOUTH DAKOTA
47,2021,2,1744,0.23273273,0.43318319,0.10660661,0.18472221,0.41527778,0.054166667,0.24815725,0.4115479,0.13882063,-0.13697574,-0.099613704,-0.11745176,1006383,TN,TENNESSEE
48,2021,2,8194,0.36563519,0.65282303,0.099484257,0.34138903,0.67550445,0.065227591,0.38995281,0.61171246,0.13821815,-0.29830608,-0.30557105,-0.2725645,5195314,TX,TEXAS
49,2021,2,937,0.14916468,0.45346063,0.031026253,0.13523132,0.45729539,0.024911031,0.17548746,0.46518105,0.050139274,-0.15374035,-0.16020283,-0.16556557,637759,UT,UTAH
50,2021,2,288,0.54435486,0.80241936,0.16532259,0.52142859,0.75,0.17857143,0.60416669,0.83333331,0.15625,-0.46631184,-0.45784193,-0.4847075,78933,VT,VERMONT
51,2021,2,1871,0.52176964,0.81179774,0.17345506,0.4759036,0.79397589,0.11445783,0.57004833,0.82447666,0.23671497,-0.45531347,-0.42450988,-0.49419075,1262501,VA,VIRGINIA
53,2021,2,2146,0.51193184,0.77443182,0.16079545,0.44181645,0.74550617,0.0974456,0.57629108,0.79107982,0.2359155,-0.41285354,-0.37009755,-0.4455739,1071549,WA,WASHINGTON
54,2021,2,645,0.2241993,0.54982209,0.03202847,0.2,0.51714283,0.028571429,0.25177306,0.58156025,0.04255319,-0.21698242,-0.19345668,-0.22092474,258921,WV,WEST VIRGINIA
55,2021,2,2122,0.32312405,0.61357838,0.10260337,0.30035025,0.59369528,0.080560423,0.36141038,0.63956904,0.12928501,-0.25745791,-0.24055754,-0.28005594,850831,WI,WISCONSIN
56,2021,2,324,0.12765957,0.30496454,0.035460994,0.11728395,0.33950618,0.024691358,0.15753424,0.2739726,0.047945205,0.029656133,0.017815586,0.0315747,93039,WY,WYOMING
1,2021,3,1386,0.092833877,0.22719869,0.016286645,0.085674159,0.23314607,0.015449438,0.095851213,0.22746781,0.020028612,0.052832253,0.037487403,0.076768011,765110,AL,ALABAMA
2,2021,3,386,0.37755102,0.67006803,0.1122449,0.37378642,0.68932039,0.11165048,0.41176471,0.61497325,0.13368984,-0.28429398,-0.29731423,-0.25435317,121639,AK,ALASKA
4,2021,3,1847,0.35218856,0.64579123,0.10437711,0.3356784,0.65728641,0.082412057,0.37279335,0.63343716,0.1204569,-0.28829065,-0.30370519,-0.27788001,1103911,AZ,ARIZONA
5,2021,3,1007,0.092872567,0.24730022,0.039956804,0.11157025,0.28099173,0.045454547,0.079840317,0.2275449,0.039920159,0.048476331,-0.000647274,0.085075684,468445,AR,ARKANSAS
6,2021,3,8973,0.6990279,0.87984449,0.28412184,0.66708124,0.87313432,0.20667496,0.72044772,0.87387389,0.36936936,-0.55212504,-0.52364093,-0.57304937,5851219,CA,CALIFORNIA
8,2021,3,1800,0.2874828,0.59078407,0.085281983,0.27764976,0.59216589,0.084101379,0.31102362,0.58923882,0.093175851,-0.23561718,-0.24382259,-0.22966649,879639,CO,COLORADO
9,2021,3,1081,0.31837606,0.6912393,0.079059832,0.2921147,0.69534051,0.060931899,0.35781991,0.72037917,0.09952607,-0.30775416,-0.31328014,-0.33257559,514148,CT,CONNECTICUT
10,2021,3,205,0.29696971,0.70909089,0.048484847,0.29411766,0.70588237,0.05882353,0.37804878,0.78048778,0.073170729,-0.33604509,-0.33129269,-0.39069059,131846,DE,DELAWARE
11,2021,3,193,0.86187845,0.9116022,0.51381218,0.86885244,0.92622954,0.48360655,0.89473683,0.92631578,0.58947366,-0.62255627,-0.62881815,-0.66512489,76351,DC,DISTRICT OF COLUMBIA
12,2021,3,3830,0.3260006,0.64619613,0.09013138,0.32653061,0.68043804,0.07068193,0.33096507,0.60568386,0.11722913,-0.29387355,-0.3119756,-0.27007923,2829606,FL,FLORIDA
13,2021,3,2234,0.23196393,0.48096192,0.063627258,0.21994884,0.49872124,0.04518329,0.2539326,0.45955056,0.089887641,-0.17225304,-0.19357432,-0.1446659,1704126,GA,GEORGIA
15,2021,3,267,0.49450549,0.76373625,0.13186814,0.43307087,0.71653545,0.13385826,0.6025641,0.83333331,0.14102565,-0.43155777,-0.39629069,-0.49511507,174816,HI,HAWAII
16,2021,3,690,0.11384615,0.34153846,0.027692307,0.11749347,0.34986946,0.020887729,0.11363637,0.32102272,0.03409091,-0.047465783,-0.061785385,-0.012336254,298138,ID,IDAHO
17,2021,3,3894,0.29406965,0.54733407,0.094396085,0.29902995,0.56853646,0.092366092,0.34402332,0.55296403,0.13313897,-0.20384924,-0.23457403,-0.2066943,1980619,IL,ILLINOIS
18,2021,3,1822,0.10265283,0.30219147,0.017877739,0.10329068,0.3107861,0.020109689,0.10344828,0.29187194,0.02093596,0.011990108,-0.005569418,0.042928305,1027073,IN,INDIANA
19,2021,3,1308,0.091639869,0.26045015,0.028135048,0.080763586,0.2657856,0.02349486,0.097844116,0.24378109,0.03150912,0.062055044,0.0512328,0.0848101,496164,IA,IOWA
20,2021,3,1309,0.098432057,0.33710802,0.021777004,0.085007727,0.34621328,0.02163833,0.11650486,0.32686085,0.025889968,-0.012613986,-0.021416944,0.00249302,484447,KS,KANSAS
21,2021,3,1384,0.14366883,0.3676948,0.049512986,0.13904494,0.40449437,0.039325844,0.15739268,0.33227345,0.060413353,-0.059454817,-0.10677898,0.002400022,711261,KY,KENTUCKY
22,2021,3,1273,0.093913041,0.26434782,0.02347826,0.096514747,0.28150135,0.021447722,0.10140406,0.25741029,0.024960998,0.01122749,-0.001046073,0.030170595,682167,LA,LOUISIANA
23,2021,3,559,0.23287672,0.58317024,0.035225049,0.24223602,0.59937888,0.037267081,0.25185186,0.5925926,0.044444446,-0.19779624,-0.20491892,-0.22450736,175826,ME,MAINE
24,2021,3,1366,0.59515953,0.85148513,0.21452145,0.57335579,0.82799327,0.18549748,0.65801889,0.88679248,0.27830189,-0.50062811,-0.47253498,-0.55277497,877362,MD,MARYLAND
25,2021,3,1739,0.47603413,0.76953381,0.14510834,0.47559708,0.76427829,0.12772585,0.49927008,0.79124087,0.19124088,-0.41164932,-0.40595055,-0.43877107,927217,MA,MASSACHUSETTS
26,2021,3,3255,0.24680263,0.53992397,0.062910475,0.24626419,0.57441723,0.050806932,0.26980197,0.51113862,0.081683166,-0.1809653,-0.21584,-0.14734766,1490273,MI,MICHIGAN
27,2021,3,1972,0.26236182,0.51890635,0.098312974,0.24679486,0.5523504,0.070512824,0.28060672,0.4907909,0.12026002,-0.15981667,-0.18694967,-0.12917292,874130,MN,MINNESOTA
28,2021,3,955,0.1149033,0.25142208,0.036405005,0.087318085,0.21413721,0.016632017,0.14028056,0.2725451,0.054108217,0.042858317,0.065217972,0.024996808,503053,MS,MISSISSIPPI
29,2021,3,2216,0.14021032,0.32799199,0.036554832,0.1299915,0.34664401,0.03313509,0.14814815,0.2962963,0.038986355,0.028866244,-0.008677723,0.082910627,898743,MO,MISSOURI
30,2021,3,676,0.24817519,0.5018248,0.096715331,0.25378788,0.54166669,0.10984848,0.24050634,0.47151899,0.085443035,-0.10703545,-0.18640037,-0.051704369,138350,MT,MONTANA
31,2021,3,587,0.11049724,0.34622467,0.022099448,0.095100865,0.35446686,0.017291067,0.14349777,0.32286996,0.031390134,-0.039310906,-0.048767053,-0.014571923,243381,NE,NEBRASKA
32,2021,3,610,0.53457946,0.77009344,0.21308412,0.47041419,0.76035506,0.091715977,0.60888886,0.76444447,0.38222224,-0.42437825,-0.38489211,-0.45802116,447525,NV,NEVADA
33,2021,3,481,0.23462415,0.53758544,0.034168564,0.22569445,0.5173611,0.038194444,0.24423963,0.57603687,0.02764977,-0.20623142,-0.19560853,-0.21956532,187572,NH,NEW HAMPSHIRE
34,2021,3,2310,0.51705652,0.81968808,0.13206628,0.50220591,0.80000001,0.11544117,0.57295722,0.86186773,0.18093385,-0.45332962,-0.44097152,-0.49330711,1280166,NJ,NEW JERSEY
35,2021,3,730,0.49102774,0.7243067,0.17455138,0.47838616,0.72334296,0.12103746,0.52218431,0.73378837,0.23549488,-0.38858595,-0.38938791,-0.39879343,307937,NM,NEW MEXICO
36,2021,3,4457,0.48151952,0.74358314,0.21483573,0.47373068,0.74922734,0.17174393,0.50475287,0.74524713,0.2628327,-0.4159984,-0.41008782,-0.42680883,2574951,NY,NEW YORK
37,2021,3,2549,0.35972291,0.65957445,0.092033647,0.33454877,0.64175022,0.081130356,0.38095239,0.67205751,0.10242587,-0.32418826,-0.30893925,-0.33085996,1546462,NC,NORTH CAROLINA
38,2021,3,464,0.13348417,0.34389141,0.022624435,0.13409962,0.35249043,0.019157087,0.13934426,0.34836066,0.028688524,-0.014602388,-0.016039675,-0.014533468,108840,ND,NORTH DAKOTA
39,2021,3,3347,0.1660578,0.40850216,0.042510793,0.17619604,0.43057176,0.03967328,0.18053928,0.41031653,0.05334115,-0.087616734,-0.10725975,-0.090469122,1685223,OH,OHIO
40,2021,3,1661,0.10448761,0.28198257,0.03683858,0.093301438,0.29425839,0.027511962,0.11351351,0.25297296,0.047567569,0.042420562,0.017013498,0.087202154,672789,OK,OKLAHOMA
41,2021,3,1202,0.39664805,0.68249536,0.10614525,0.35479042,0.6961078,0.065868266,0.42132866,0.63636363,0.15384616,-0.31857142,-0.31422213,-0.29400662,562645,OR,OREGON
42,2021,3,2754,0.33000433,0.61354756,0.099435516,0.3484295,0.61577797,0.090577066,0.36035314,0.64285713,0.13483146,-0.28322834,-0.28295058,-0.3134523,1629612,PA,PENNSYLVANIA
44,2021,3,299,0.37269372,0.72324723,0.095940962,0.34523809,0.70238096,0.095238097,0.4054054,0.77477479,0.0990991,-0.36209017,-0.34648505,-0.39187151,143279,RI,RHODE ISLAND
45,2021,3,1203,0.12443946,0.39013454,0.029147983,0.10041841,0.40794981,0.023012552,0.14164905,0.37209302,0.040169135,-0.1159664,-0.1123944,-0.11411994,767240,SC,SOUTH CAROLINA
46,2021,3,586,0.15768462,0.32135728,0.055888224,0.14042553,0.32340425,0.034042552,0.17125382,0.31498471,0.073394492,0.089462221,0.046275627,0.11382328,130833,SD,SOUTH DAKOTA
47,2021,3,1739,0.17889221,0.35329342,0.054640718,0.13873626,0.3337912,0.032967035,0.19244823,0.33861145,0.063337393,-0.069922306,-0.04108461,-0.054452203,1002775,TN,TENNESSEE
48,2021,3,8178,0.24044088,0.5270105,0.05415703,0.21470797,0.54457319,0.038779855,0.26703754,0.49707928,0.070375524,-0.18491952,-0.20428047,-0.15161212,5186685,TX,TEXAS
49,2021,3,934,0.11827957,0.40860215,0.03464755,0.12343471,0.42039356,0.033989266,0.12957746,0.40845069,0.050704226,-0.12347955,-0.12890534,-0.13484408,637100,UT,UTAH
50,2021,3,283,0.45344129,0.74089068,0.085020244,0.46762589,0.74820143,0.10071942,0.46875,0.72916669,0.10416666,-0.38060084,-0.40667102,-0.37776092,77606,VT,VERMONT
51,2021,3,1871,0.34153196,0.67392832,0.080815181,0.30471584,0.66384524,0.068923824,0.37161085,0.65869218,0.082934611,-0.31998354,-0.30572709,-0.31643084,1259069,VA,VIRGINIA
53,2021,3,2126,0.46079546,0.74886364,0.12556818,0.41193181,0.749053,0.071969695,0.50176263,0.73090482,0.18448883,-0.38092679,-0.36081049,-0.38874871,1065102,WA,WASHINGTON
54,2021,3,641,0.087033749,0.25399646,0.021314388,0.10888252,0.32951289,0.020057306,0.056338027,0.15140845,0.02112676,0.10605805,0.021695809,0.24348255,257900,WV,WEST VIRGINIA
55,2021,3,2109,0.26578411,0.55448067,0.076883912,0.25152838,0.53362447,0.06113537,0.30649856,0.59359843,0.10378274,-0.20482723,-0.19051483,-0.23452522,849011,WI,WISCONSIN
56,2021,3,321,0.12676056,0.32746479,0.045774646,0.11515152,0.34545454,0.036363635,0.15068494,0.33561644,0.061643835,0.008009885,0.019130683,-0.022320371,93046,WY,WYOMING
